qs0,lnTe,m,Sr0,Srmax,td,vch,vr,k0,CD
1.28e-05,-1.543364661,0.40560502600000004,3.109030169,0.0210937,0.11560997099999999,1445.554068,1125.149401,0.11117501800000001,0.7561331609999999
2.4e-05,-1.406097776,0.639407727,0.520676665,0.029455761,0.41011813799999997,695.0171177999999,1063.543645,0.146384219,0.5154528820000001
1.7800000000000002e-05,-0.255048227,0.545609741,0.337233403,0.020073793,0.18632743,1939.9369829999998,658.1542026000001,0.12498143199999999,0.7661388109999999
2.46e-05,-0.33042483899999997,0.403450595,0.8413886840000001,0.010185509,0.049810840999999995,1973.152434,1437.06367,0.083196622,0.24430903899999998
1.3000000000000001e-05,-0.52915863,0.465714005,3.93847518,0.021768516,0.44156202299999997,972.5331486,1938.7058149999998,0.11701265,0.09684864900000001
2.08e-05,-1.7687582419999999,0.6895025640000001,3.197163192,0.028279517,0.49168095,1029.9213619999998,1476.9412730000001,0.07812509599999999,0.702492454
1.93e-05,-1.306685517,0.43097116700000004,1.820491171,0.026283148,0.44580180799999997,1507.246983,769.5966099999999,0.054710823,0.844495282
2.57e-05,-1.136455267,0.329967807,2.5776579490000002,0.011127893,0.202244115,562.5536282,1515.6052619999998,0.0993271,0.247945862
2.0600000000000003e-05,-0.889272141,0.6687872429999999,0.7438672059999999,0.02120021,0.123254948,782.6334195000001,689.7294846,0.100605945,0.44520567
1.4300000000000002e-05,-0.409181665,0.30161050699999997,2.259902431,0.013667515,0.07902197400000001,1558.3985460000001,623.996707,0.099503975,0.434897011
2.8000000000000003e-05,-1.8585767830000002,0.607564277,1.442386398,0.02668105,0.2861224,1723.504272,1994.1483640000001,0.11481297300000001,0.194851926
1.0199999999999999e-05,-1.053612684,0.48920199600000003,3.291890047,0.027749826000000002,0.48753541100000003,795.3120067000001,1897.111521,0.135254614,0.606009881
2.3800000000000003e-05,-0.63242828,0.626578414,0.554153838,0.028980573,0.149434456,1403.941251,1269.826495,0.09337660099999999,0.34746767700000003
1.25e-05,-1.121974652,0.43618624100000003,1.601827523,0.014661611000000001,0.013149332,1490.403392,552.5856562999999,0.097949454,0.46064628799999996
2.7300000000000003e-05,-1.236650509,0.547787577,0.35796367,0.020562763,0.297615223,1871.341463,1818.990891,0.121539855,0.00140549
2.25e-05,-1.8095173519999999,0.575647005,2.538947647,0.020379009,0.41513815299999995,1825.9800300000002,1262.780411,0.12622211,0.38853257
1.7e-05,-1.720578565,0.560013511,1.135570749,0.02526891,0.026217034,868.5914469,1562.8704070000001,0.100548216,0.083805792
2e-05,-0.478961025,0.524226866,2.3207800769999998,0.026673579,0.18590515300000002,919.8171865,1446.076883,0.138277424,0.12430886
2.8699999999999996e-05,-1.791450831,0.5348338970000001,1.890638333,0.02873365,0.23949269399999998,808.3834667,1398.4846710000002,0.136829545,0.7709276340000001
2.2899999999999998e-05,-0.964545944,0.530507457,2.771662305,0.024236986000000002,0.455331026,725.0859475,1020.974458,0.12175748800000001,0.35494944700000003
2.25e-05,-1.517596657,0.551392605,2.779134788,0.020525163,0.311720238,934.8612300000001,1360.649224,0.066069134,0.656672615
2.68e-05,-0.281709194,0.33756883299999996,1.312118799,0.015493325,0.248701605,1642.813676,832.3280337,0.14385926699999999,0.8932305690000001
1.67e-05,-1.4598733680000002,0.6835725840000001,1.7574120919999998,0.027219847999999998,0.173571995,896.0476377999998,574.9352492,0.13165127699999998,0.9879925279999999
2.6300000000000002e-05,-0.554821012,0.32683487899999997,2.84749001,0.019395945,0.17646480399999998,844.0995646,1248.026981,0.07709059,0.5318887489999999
2.35e-05,-0.583306447,0.355236316,1.952164031,0.01467276,0.386418265,727.9671782,946.7579767000001,0.085703137,0.199745305
1.74e-05,-1.256277677,0.379025913,2.1169812219999997,0.015981383999999998,0.395106355,1233.444002,1544.1277890000001,0.12647233300000002,0.090437484
2.1e-05,-0.233899363,0.591389313,2.76807165,0.013575162,0.143904053,661.166271,1278.840651,0.069341258,0.319953644
2.99e-05,-1.2034530159999999,0.6800926190000001,0.826423674,0.015360475,0.305376776,838.6998626,1963.5724530000002,0.056217746,0.329118448
1.23e-05,-1.729755399,0.630527059,2.723814308,0.012110933,0.26560686899999997,1939.9341989999998,959.4233752999999,0.11213255300000001,0.09881545300000001
2.52e-05,-1.183460606,0.46175162700000005,1.849534614,0.020368928,0.292005791,1407.466553,981.8463455,0.146169759,0.30709374300000003
2.6700000000000002e-05,-1.113007418,0.34486338200000005,2.023740454,0.01054923,0.11061046699999999,1213.1990150000001,1301.6235880000002,0.13053232,0.529522154
1.23e-05,-1.465301184,0.512959545,1.940643898,0.023112668,0.463982385,1014.0022460000001,611.8356545,0.09237003199999999,0.42108038200000003
1.4499999999999998e-05,-1.92689504,0.45040340000000006,0.999459049,0.017892466,0.447401393,636.3799548,1378.3397699999998,0.14026333400000002,0.738576039
1.15e-05,-0.228437637,0.332066703,1.5476073430000001,0.022546659,0.45291505200000004,1200.143067,1319.366588,0.10169462900000001,0.630980816
2.42e-05,-1.172267417,0.427671253,3.766373652,0.020153333,0.37810626399999997,1683.8016699999998,1364.103469,0.06529645099999999,0.560373518
1.7e-05,-1.242284326,0.336476415,3.148475066,0.024165824,0.247713463,1717.081724,666.9186366,0.07717468799999999,0.310361598
2.48e-05,-1.6208075380000002,0.46890819899999997,0.806354885,0.022944881,0.034901821,1458.463673,951.4216121,0.096213965,0.708319727
1.8100000000000003e-05,-1.153063921,0.674154963,0.9208739490000001,0.025214345,0.026879099,752.1191213,612.691957,0.092777334,0.43430229
2e-05,-0.8875763959999999,0.35294851,1.272161653,0.022611761,0.473351997,1289.152366,1076.92569,0.070754489,0.47734427100000004
1.05e-05,-1.437093682,0.6067058470000001,3.655868408,0.013399423999999998,0.374011779,799.6297224,1266.013374,0.125011507,0.380619834
1.3000000000000001e-05,-1.94198837,0.557917004,0.603580916,0.020633578,0.481503113,961.4513639,1328.4547949999999,0.10122610300000001,0.577467744
1.95e-05,-1.167006817,0.488017139,2.275401831,0.022150918999999998,0.434636718,1700.3873429999999,1407.163811,0.09712775,0.704122775
1.87e-05,-1.824720097,0.587571179,3.250075518,0.027111309,0.133904626,1824.743002,1302.478273,0.11593903400000001,0.233332058
2.01e-05,-0.41330316899999997,0.650181866,0.185914059,0.023178608,0.311109254,802.8223299,1758.590256,0.145048225,0.7509628420000001
2.8000000000000003e-05,-0.70844709,0.32709935100000004,1.4779674969999999,0.028220191000000002,0.140091871,1245.424449,1578.447792,0.080305987,0.120879377
2.7000000000000002e-05,-1.5246634909999999,0.31859560800000003,2.8542339269999997,0.017944446,0.076283111,1664.917728,1870.546058,0.132048208,0.8179479540000001
1.53e-05,-1.432031948,0.36446798700000005,3.659575409,0.024016606,0.154634905,1213.071974,1196.829767,0.120121232,0.464703896
2.7899999999999997e-05,-1.802970259,0.51733003,2.228091347,0.01054968,0.385083224,1803.979876,751.6000709,0.063880875,0.377936145
1.9399999999999997e-05,-1.030161005,0.521882616,0.28726408800000003,0.018573686000000002,0.11720634,1753.583518,1587.716702,0.07214225,0.290935135
1.28e-05,-0.560740395,0.563614866,3.0345184730000003,0.01134678,0.107039244,1292.853415,1969.5999649999999,0.09924066,0.47397478200000004
1.8100000000000003e-05,-1.27412542,0.673743365,1.19949938,0.010695537,0.224848359,554.819503,1953.64091,0.134804497,0.380896354
2.37e-05,-1.701461967,0.316952363,1.082129095,0.012418007,0.248164341,1747.893406,1738.0496460000002,0.140952999,0.45678146299999994
2.0300000000000002e-05,-0.7713523720000001,0.551238452,3.029297793,0.027720322000000002,0.49873368799999995,1388.372116,1685.618641,0.110816167,0.033022567999999995
2.99e-05,-0.5857558979999999,0.605265937,1.93389489,0.02507912,0.32207542899999997,1974.6566579999999,1490.543934,0.077963159,0.8211448490000001
1.27e-05,-1.290898734,0.617896844,0.939689297,0.015144698,0.138992328,1438.6501210000001,635.6576222,0.105928828,0.026035207
2.7300000000000003e-05,-1.398796221,0.673982053,1.691978206,0.010866493999999999,0.011766621000000001,1450.103895,1614.504764,0.071630326,0.706227157
2.95e-05,-1.8637416740000001,0.675285206,1.9637992530000001,0.01074649,0.464179845,1789.861523,714.4336652000001,0.051582452,0.600062416
1.87e-05,-1.178731281,0.647895824,2.66115053,0.017118491,0.225152844,1762.5291809999999,1895.999895,0.090650719,0.8096382329999999
1.47e-05,-0.276072119,0.553864198,1.520049956,0.015507475,0.389275831,1536.9278630000001,507.0819545,0.115325265,0.263563392
2.78e-05,-1.305291516,0.479218624,1.81691581,0.029662597000000002,0.044750178,1202.892967,782.3760881000001,0.138173242,0.736410107
2.27e-05,-1.616220169,0.692275933,0.525181861,0.02553449,0.2227049,1180.2401929999999,912.2267683,0.062579375,0.503986458
2.09e-05,-0.831892883,0.39466735799999997,3.2514806010000004,0.0143304,0.002923158,1375.796269,1691.2503980000001,0.106009647,0.616504155
1.7199999999999998e-05,-1.126325967,0.540501577,3.631845404,0.023536737999999998,0.37473181899999997,762.8494139999999,900.2342070000001,0.058860302,0.17157175800000002
1.1599999999999999e-05,-0.939807499,0.631778022,0.527115911,0.010995921,0.241885016,685.5586534,1385.670405,0.08228999,0.88715197
2.8999999999999997e-05,-0.9022141840000001,0.449266601,2.3704322330000003,0.026161236,0.411655276,789.131287,812.2048127,0.145170451,0.619369131
2.9199999999999998e-05,-1.623807851,0.420389458,3.7626646339999996,0.011057975,0.046395278,657.0269802,1166.415972,0.10027972199999999,0.448963026
1.93e-05,-1.868986165,0.624953291,2.776169887,0.026874084,0.339246531,596.5395208,1909.5432,0.135813504,0.035554584
2.34e-05,-0.27940443600000003,0.43396898899999997,0.8457380640000001,0.024119647999999997,0.12733835599999999,1982.6320489999998,1257.76804,0.11138867599999999,0.030306475
1.0800000000000002e-05,-0.9863110270000001,0.548806462,1.5522162919999998,0.027186664,0.485206281,1508.824157,802.1350718,0.076429259,0.058038089
2.52e-05,-1.5233566159999998,0.489496804,3.752774968,0.015797204,0.479076633,1772.6944760000001,1924.774056,0.104668394,0.207547585
1.28e-05,-0.30437425,0.573243399,2.88009909,0.015016331,0.464002853,1296.817272,786.2506061,0.14712048,0.999917947
2.9600000000000005e-05,-1.715925231,0.67577474,3.120609598,0.02896567,0.277954525,1208.939717,1811.8538079999998,0.057215506,0.6959117579999999
2.26e-05,-1.7655957530000002,0.319257558,3.879542583,0.017721512,0.11780170699999999,590.9428186000001,605.7899452,0.110408511,0.555371431
1.62e-05,-0.365943285,0.50147879,3.238527833,0.018953161,0.167638557,1256.845492,1612.699883,0.066474048,0.7238043670000001
1.75e-05,-1.235418702,0.515666141,2.403876274,0.020604557,0.12358007800000001,694.4438277,1001.65636,0.078892705,0.001884546
2.36e-05,-1.449959777,0.339047979,3.308793563,0.015446013,0.146935215,1219.5680869999999,679.391782,0.147877446,0.544187458
2.22e-05,-1.647800706,0.602609947,1.196643521,0.028889945,0.115869895,923.7438347000001,501.61204110000006,0.129007548,0.710840375
2.34e-05,-0.381437222,0.6888504390000001,0.203147585,0.014219337,0.157455694,1715.843932,1030.411296,0.094385466,0.35464256899999996
1.3800000000000002e-05,-1.470995668,0.657178759,1.529225452,0.011365075,0.42058128899999997,796.6554682999999,598.3967193,0.092836849,0.9389041109999999
1.8e-05,-0.273706367,0.351270707,2.934171848,0.021513149,0.43004189200000004,1222.7675789999998,1151.280759,0.136463952,0.833526428
2.84e-05,-1.873815665,0.5032066629999999,2.077240641,0.019515464,0.318806649,1331.204777,1957.6280199999999,0.14882776,0.6757497570000001
2.8800000000000002e-05,-0.908956652,0.419304319,2.133719439,0.022086991,0.408633319,1813.63214,1027.244262,0.12388640599999999,0.8177248970000001
2.6899999999999997e-05,-1.7404646190000002,0.450775141,0.131086364,0.017066999,0.179119771,751.303693,1775.291566,0.09892550800000001,0.29507344
1.11e-05,-1.75716573,0.5505916129999999,1.590092737,0.022117803,0.258181576,1345.383611,810.0293075000001,0.146493614,0.14990105199999998
1.07e-05,-1.923420095,0.351624891,3.2266228789999998,0.015523583,0.075563859,1434.680907,1153.316503,0.08811635,0.679154127
2.57e-05,-0.45384200700000005,0.335270224,0.331700214,0.023239505,0.39704669600000003,889.7765696,904.1150471000001,0.121689989,0.980489446
2.1e-05,-1.345866091,0.36233188200000005,2.921375597,0.015257303,0.18483824100000001,1290.8039449999999,1313.666978,0.0937898,0.951443609
2.08e-05,-0.8777089840000001,0.331450218,3.5011027930000003,0.017163234,0.474954879,1694.329131,919.0884457000001,0.14574323,0.284255595
2.94e-05,-1.4682755459999999,0.452197079,2.045496607,0.0121792,0.34965487799999995,757.2704448,1512.610975,0.08779864300000001,0.439291338
1.26e-05,-1.3833215419999998,0.33031835600000004,0.9524560209999999,0.011017015,0.060417201,543.2745755,1416.250197,0.132370753,0.8519391590000001
1.6100000000000002e-05,-1.115267222,0.385373942,0.753116052,0.01145972,0.096084321,1749.4999079999998,1499.0594230000002,0.08911668699999999,0.716522835
1.27e-05,-0.841421106,0.524371218,3.2804319810000004,0.015497835,0.085970177,1981.432321,1917.68682,0.052999285,0.265571467
1.9600000000000002e-05,-1.4696259409999999,0.553125789,3.915406556,0.022421028,0.20557718,723.7928364,1116.142351,0.083326494,0.110406929
1.34e-05,-1.387974796,0.310312312,1.107471817,0.014395772,0.34419377,1953.766807,1627.693585,0.05317881,0.953917809
2.12e-05,-0.360710433,0.418650012,1.5017139819999998,0.026949697,0.26987429,1039.8226769999999,1172.613257,0.09830358800000001,0.207053625
1.98e-05,-0.548088543,0.612075134,0.945658309,0.011461156,0.349757304,1313.566405,668.2304736000001,0.09608703800000001,0.789129264
2.84e-05,-0.46952235200000003,0.41968319299999995,0.507901659,0.027946073,0.19819197800000002,749.8967071000001,1217.487898,0.134351878,0.370093843
2.7699999999999996e-05,-1.810583825,0.516246098,3.397080865,0.027243503999999998,0.363102893,1513.703108,885.9902889,0.093160656,0.596554455
2.3899999999999998e-05,-0.585894954,0.477424505,3.398978604,0.024448243999999997,0.37170233799999997,1275.109495,1613.961847,0.052923227999999996,0.230295222
2.99e-05,-1.559314937,0.6911604990000001,3.7484754330000003,0.010656907,0.246858159,768.0649557999999,1057.858687,0.11781912900000001,0.140162291
2.1899999999999997e-05,-1.6381047469999999,0.31205365,3.9182605930000003,0.013254838,0.18016452800000002,1464.522999,1810.8233890000001,0.084133001,0.10512750300000001
1.17e-05,-1.15042803,0.622934709,0.869604681,0.014670046,0.112457573,1154.211179,694.6384831,0.067570865,0.14315202300000002
2.0600000000000003e-05,-1.561929759,0.314149701,3.158778663,0.01794649,0.1123765,1893.748774,1676.987281,0.059239625,0.8319488829999999
1.4499999999999998e-05,-1.908390934,0.568983139,2.6188009340000002,0.02120014,0.276242477,1708.3674600000002,761.2897813999999,0.12244863,0.8966865959999999
1.4099999999999999e-05,-0.39164372799999997,0.552963399,2.681619457,0.016629816000000002,0.333332407,1255.7874359999998,1719.024602,0.09921906900000001,0.7220380190000001
2.4100000000000003e-05,-1.715918215,0.421784613,1.987553175,0.010713917,0.184225246,1101.610592,1062.7988679999999,0.063313287,0.9068215140000001
2.4e-05,-1.144334992,0.54273439,3.0654611760000003,0.014978328999999999,0.13072674,1966.5777859999998,1990.0225280000002,0.082748341,0.190742912
2.2e-05,-1.654389544,0.5629890670000001,3.47693802,0.024822445,0.297111169,672.0581029,1669.5593119999999,0.050033367999999995,0.00671548
1.9399999999999997e-05,-1.5849791430000002,0.41767120700000004,2.2837494990000002,0.029252782,0.471869716,1665.0380109999999,1117.252207,0.13938135699999998,0.7214215890000001
2.26e-05,-0.596676258,0.688246825,1.9334808909999999,0.015324286999999999,0.33251944,707.0461232000001,1484.6819150000001,0.067023674,0.999663215
2.14e-05,-1.289636136,0.43655891,3.3388047610000005,0.024809632,0.108887833,695.1126347999999,1867.4368170000002,0.091800571,0.780225278
1.3000000000000001e-05,-1.026921526,0.611476682,1.3275982,0.013612726,0.037535627,1407.040857,596.5533184,0.06720806,0.10093994199999999
1.93e-05,-0.41569331200000004,0.5546797,1.186737586,0.0211206,0.033980317,1804.578739,661.8398906,0.055819024,0.42008511200000004
2.3899999999999998e-05,-0.769331819,0.42402,3.052715495,0.016774824,0.414555926,958.5464211000001,1623.517058,0.133182317,0.237096246
2.4e-05,-1.2258222090000002,0.61917037,1.40471148,0.015909148999999997,0.430333454,1823.2919370000002,1350.692754,0.10199468800000001,0.982898115
2.2e-05,-0.954670569,0.6795605709999999,2.888718388,0.024359116,0.206708463,1875.4214120000001,1716.3285640000001,0.061909027,0.911139595
1.95e-05,-0.290267752,0.40662933799999995,0.858295516,0.027609081,0.44650623899999997,1825.5600570000001,1047.92646,0.08979409,0.11343903
1.6100000000000002e-05,-0.6165255070000001,0.40028161799999995,3.195884654,0.015672171999999998,0.341789894,1586.835383,936.828199,0.081378632,0.919457265
2.2e-05,-1.315686622,0.365085979,2.714141812,0.014170199,0.021175367999999996,1277.279249,1140.016044,0.12112687300000001,0.6904327709999999
1.88e-05,-1.611805664,0.419431025,3.222997709,0.014120933,0.207293034,797.5279227999999,809.3937556,0.073125067,0.553463192
2.45e-05,-1.4189834119999998,0.439307454,2.312348653,0.028068314,0.482518774,1058.814052,572.0448162,0.068422023,0.291482766
1.1e-05,-0.604985424,0.314644217,1.792392545,0.022304789,0.214495335,913.4313787999998,1923.5148190000002,0.092037174,0.62572683
1.9399999999999997e-05,-1.734785104,0.423032629,3.4004863210000003,0.027077242999999997,0.145033764,1095.8411130000002,1782.2968329999999,0.11190029,0.7738800570000001
1.63e-05,-1.144832174,0.65477476,3.392275645,0.025884486,0.475622748,1836.295111,1490.5673689999999,0.067054462,0.27102645399999997
1.87e-05,-0.50763991,0.612257772,0.51041345,0.014643018999999998,0.039582462,1746.172119,1527.154624,0.080208313,0.144892524
1.9e-05,-1.053744143,0.460498911,2.25648607,0.023414331,0.33853495299999997,646.8965532999999,1059.051156,0.059460085,0.63719126
